"ID","Gene symbol"
"A_21_P0007250","LOC100506233"
"A_23_P65466","RAB2B"
"A_23_P97365","LRRC8D"
"A_33_P3420701",""
"A_23_P111297","RPP40"
"A_33_P3383044",""
"A_23_P118834","TOP2A"
"A_24_P358054","CTAGE10P"
"A_21_P0006765","XLOC_008833"
"A_21_P0011842","EEF1E1"
"A_33_P3331601","THNSL1"
"A_21_P0011632","XLOC_l2_005997"
"ERCC-00171_229",""
"A_23_P11995","PRDX1"
"A_23_P31996","SLC46A2"
"A_23_P113825","NACC2"
"A_23_P119857","TTC32"
"A_21_P0010493","LOC389831"
"A_23_P201672","METTL13"
"A_24_P305038","C17orf69"
"A_33_P3741022","LINC00511"
"A_33_P3224819","SLC45A4"
"A_21_P0009428","LOC100505853"
"A_23_P122976","GNAI1"
"A_33_P3415156",""
"ETG05_66023",""
"A_23_P115261","AGT"
"A_33_P3259373","PAR1"
"A_21_P0012287","XLOC_l2_009469"
"A_33_P3410724","SDHC"
"A_24_P276932","ATP6V1C2"
"A_23_P117261","RXFP2"
"A_21_P0011001","PCSK7"
"ERCC-00004_125",""
"A_33_P3309506","SEBOX"
"A_21_P0014358","LOC100507520"
"A_21_P0014319","LOC100129781"
"A_33_P3306413","INCA1"
"A_23_P107744","S1PR5"
"A_33_P3210379","SCGB3A1"
"A_23_P110851","TERT"
"A_21_P0014351","LOC100506325"
"A_23_P103070","YWHAH"
"A_23_P250283","RAB1A"
"A_21_P0014228","LOC100289137"
"A_33_P3363341","TMEM212"
"A_33_P3271105","PABPC4"
"A_33_P3321417","DMAP1"
"ERCC-00023_60",""
"A_23_P117782","LARP6"
"A_24_P195134",""
"A_21_P0009215","XLOC_012095"
"A_33_P3264419","YTHDF3"
"A_33_P3420402","HACE1"
"A_21_P0014803","LOC100652974"
"A_23_P209933","TGOLN2"
"A_23_P129058","USP8"
"A_23_P2683","RPAP3"
"A_23_P206441","FANCA"
"A_23_P325654","TRIM42"
"A_21_P0012031","XLOC_l2_007595"
"A_23_P372308","RGMA"
"A_21_P0003586","XLOC_003480"
"A_21_P0007071","XLOC_008573"
"A_33_P3404221",""
"A_23_P108761","C2orf29"
"A_33_P3413671","ABL2"
"A_23_P502641","SEC22C"
"A_21_P0010268","XLOC_014001"
"A_21_P0006895","XLOC_008561"
"A_21_P0011213","XLOC_l2_003897"
"A_33_P3214665","MAP2"
"A_23_P89509","SPAG5"
"A_23_P71530","TNFRSF11B"
"A_33_P3239228",""
"A_24_P82466","GAS7"
"A_23_P104689","RELA"
"A_23_P250102","CAND2"
"ERCC-00071_128",""
"A_23_P375372","FGA"
"A_24_P324314","MXRA7"
"A_21_P0004912","XLOC_005405"
"A_21_P0003562","XLOC_003431"
"A_33_P3262133","GFM1"
"A_21_P0001737","XLOC_000974"
"A_23_P108673","FAM176A"
"A_21_P0008289","XLOC_010962"
"A_23_P29163","GSTTP1"
"A_23_P302116","PPFIA1"
"A_24_P348989","LILRA1"
"A_23_P103971","CYP4Z1"
"A_24_P192994","FADS1"
"A_21_P0002897","XLOC_003305"
"A_23_P141180","TOM1L2"
"A_21_P0005768","XLOC_006935"
"A_21_P0010633","XLOC_l2_001011"
"A_33_P3352407",""
"A_21_P0012703","XLOC_l2_011415"
"A_23_P167595","UBE2B"
"A_23_P33914","NUP62CL"
"A_23_P122041","PPP2CA"
"A_33_P3413989","SERPING1"
"A_21_P0009187","XLOC_012408"
"A_21_P0008843","XLOC_011403"
"A_33_P3424108",""
"A_33_P3242793","C1orf81"
"A_33_P3351175","WNK2"
"A_23_P79518","IL1B"
"ERCC-00128_189",""
"A_24_P383330",""
"A_23_P86411","MYO3A"
"A_23_P11685","PLA2G4A"
"A_33_P3278916","PHF20L1"
"A_23_P119040","GREB1L"
"A_33_P3257714","RPS23"
"A_23_P105465","CMKLR1"
"A_33_P3360753","KCNQ2"
"A_33_P3355708","C14orf180"
"ERCC-00142_99",""
"A_24_P68415","ZNF45"
"A_21_P0002930","XLOC_002577"
"A_23_P130241","KRTAP1-3"
"A_21_P0007852","XLOC_009911"
"A_21_P0008585","XLOC_011170"
"A_23_P117225","ERCC5"
"A_24_P219053","KIAA1704"
"A_21_P0010203","XLOC_014072"
"A_33_P3237482","KIF6"
"ERCC-00058_185",""
"A_23_P429020","HKR1"
"A_33_P3311493","LOC283392"
"A_21_P0000931","XLOC_000856"
"A_21_P0013635","XLOC_l2_015177"
"A_24_P838483","C12orf74"
"A_23_P83159","KLHL9"
"A_24_P21056","PHF14"
"A_23_P252758","KEL"
"A_33_P3216098","DGCR9"
"A_23_P305616","LOC652276"
"A_24_P237757","ZMYM2"
"A_23_P113184","FTO"
"A_21_P0001831","XLOC_001365"
"A_21_P0006180","XLOC_007462"
"A_23_P138507","CDK1"
"A_23_P129829","ORMDL3"
"A_21_P0011121","XLOC_l2_003626"
"A_21_P0005010","XLOC_005633"
"A_23_P156025","IRX2"
"A_21_P0012591","UGT2B11"
"A_33_P3330264","CXCL1"
"A_23_P65830","HDDC3"
"A_21_P0003131","XLOC_003165"
"A_23_P154199","PPP1R7"
"A_32_P456537","TCP1"
"A_23_P397480","ABCC13"
"A_32_P118250","C14orf167"
"A_33_P3589018",""
"A_33_P3867391","OR7E19P"
"A_21_P0011010","XLOC_l2_002651"
"ERCC-00057_123",""
"A_23_P122863","GRB10"
"A_24_P372562","PTPMT1"
"A_21_P0000682","LOC100527964"
"A_21_P0014451","LOC100287506"
"A_33_P3423718","ADAMTS7"
"A_23_P216630","SLC44A1"
"A_33_P3329664","ZFP92"
"A_23_P122937","ELMO1"
"A_21_P0002659","XLOC_002063"
"A_23_P82975","VPS13B"
"A_33_P3362048","SHMT1"
"A_24_P928052","NRP1"
"A_21_P0011876","XLOC_l2_007783"
"A_33_P3313652",""
"A_23_P409626","HNRNPUL2"
"A_21_P0006262","XLOC_007676"
"A_23_P386310","HRH4"
"ERCC-00097_63",""
"A_19_P00319876","XLOC_011548"
"A_21_P0008206","XLOC_010707"
"A_23_P415411","HIST1H4E"
"A_33_P3639068","GFRA1"
"A_23_P166910","DNAJC13"
"A_23_P111701","GNG11"
"A_23_P41204","FAM131A"
"A_23_P100499","ROGDI"
"A_33_P3294222","RLTPR"
"A_23_P115316","TOR3A"
"A_33_P3245987",""
"A_32_P147078","SLC8A1"
"A_23_P365614","NOTCH4"
"A_24_P336510","CFHR1"
"A_23_P145529","PKIB"
"A_32_P98298","DUSP8"
"A_21_P0004944","XLOC_005473"
"A_21_P0001785","FLJ33534"
"A_33_P3395206",""
"A_23_P2322","TSPAN19"
"A_21_P0013552","XLOC_l2_014697"
"A_21_P0009950","XLOC_013489"
"A_33_P3262376","OTUD7A"
"A_21_P0003353","XLOC_003512"
"A_21_P0000117","MID1"
"A_32_P176911","LINC00239"
"ERCC-00028_121",""
"A_33_P3325671","LOC100132731"
"A_21_P0007196","XLOC_009112"
"A_33_P3272117","ASPSCR1"
"A_24_P309360","TM9SF3"
"A_23_P142255","SHD"
"A_33_P3394380","AKAP5"
"A_32_P928190",""
"A_33_P3263696","ATG13"
"A_21_P0006967","XLOC_008730"
"A_21_P0000842","LOC100506660"
"A_24_P172990","AARS"
"A_23_P332374","ZNF175"
"A_33_P3285132","ZNF599"
"(+)E1A_r60_3",""
"A_23_P305527","TMC2"
"A_24_P280706","SUGT1"
"A_33_P3788355","NAV2-AS4"
"A_21_P0012005","XLOC_l2_007359"
"A_23_P64083","SF3B2"
"A_21_P0011976","XLOC_l2_008343"
"A_23_P122007","C5orf30"
"A_32_P22338","PDCD6IP"
"A_24_P207150","UBE3A"
"A_21_P0000558","LOC100302650"
"A_21_P0000083","CLCN2"
"A_33_P3324695","LOC100506393"
"A_33_P3343496","OR5M1"
"A_21_P0005722","XLOC_006844"
"A_24_P12065","CCNG2"
"A_23_P49546","GRIN2C"
"A_33_P3272938","NLRC4"
"A_33_P3260146","C9orf3"
"A_24_P383523","SAMD4A"
"A_21_P0001661","XLOC_000036"
"ETG09_35454",""
"A_33_P3703501","GALNT10"
"A_19_P00322188","Q81CU5"
"A_23_P158297","BTNL3"
"A_23_P85726","METTL18"
"ERCC-00170_100",""
"A_33_P3380751","ST8SIA1"
"A_19_P00319069","LOC100506328"
"A_23_P102037","COQ10B"
"A_24_P659836","SYCE3"
"A_23_P250455","HDAC6"
"A_33_P3365621","OR2AT4"
"A_23_P116765","LALBA"
"A_33_P3386562","AGBL4"
"A_33_P3630780","LOC286058"
"A_23_P152995","SLC6A4"
"A_21_P0009906","XLOC_013776"
"A_33_P3355926","LOC100130894"
"A_33_P3319625","NFIA"
"ERCC-00084_121",""
"A_23_P74547","CD53"
"A_23_P149818","UPF2"
"A_33_P3239298","PRODH"
"A_33_P3774867","MGC11082"
"A_32_P175934","CD48"
"A_33_P3270926","LOC389607"
"A_21_P0008016","XLOC_010696"
"A_23_P113613","CDCP1"
"A_33_P3416882","ARL9"
"A_24_P109432","NBEAL1"
"A_33_P3341329","ZCRB1"
"ERCC-00148_99",""
"A_21_P0000885","LOC284408"
"A_21_P0002688","XLOC_002433"
"A_23_P161719","CWF19L2"
"A_33_P3227944","C17orf69"
"A_23_P106682","EMP2"
"A_32_P114284","IKZF2"
"A_24_P249253","LMOD2"
"A_24_P169048","RFPL3-AS1"
"A_21_P0008085","XLOC_010439"
"A_33_P3419458","SNORA59B"
"A_21_P0006171","XLOC_007438"
"A_23_P252082","TMEM176A"
"A_23_P110196","HERC5"
"A_23_P12329","APH1A"
"A_24_P144620","C6orf35"
"A_21_P0011886","LOC728763"
"A_24_P329635","TSC1"
"A_32_P224234","LOC645195"
"A_33_P3221114","JAKMIP1"
"A_33_P3359160","FAM189B"
"A_21_P0009459","XLOC_012631"
"A_21_P0013632","XLOC_l2_015172"
"A_23_P411113","CNTNAP1"
"A_33_P3389678","SPPL2B"
"A_24_P120462","DNAH5"
"ERCC-00060_190",""
"A_23_P39561","UBE2F"
"A_33_P3248638","C9orf47"
"A_23_P118536","SLFN12"
"A_33_P3324890","HSP90AB2P"
"A_23_P106117","SIX6"
"A_21_P0000711","LOC100506462"
"A_21_P0003690","XLOC_003809"
"A_33_P3569555","ZNF503-AS1"
"A_23_P77568","EIF3C"
"A_23_P145777","NDUFA4"
"A_24_P43144","PDE11A"
"ERCC-00099_60",""
"A_33_P3283420","RBM12B"
"A_23_P215549","PON3"
"A_21_P0011483","XLOC_l2_005503"
"A_23_P163209","BCL2L10"
"A_32_P161913","C1orf70"
"A_23_P144916","GFPT2"
"A_21_P0008788","XLOC_011592"
"A_23_P116387","INCENP"
"A_23_P203173","IL10RA"
"A_33_P3315814","LOC728208"
"ERCC-00046_63",""
"A_21_P0007356","XLOC_009451"
"A_24_P179351","TPT1"
"A_23_P115137","HBXIP"
"A_33_P3230788","MUSK"
"A_23_P103864","TTC13"
"A_23_P11025","ZNF185"
"A_33_P3215676","MANSC4"
"A_21_P0005325","XLOC_006567"
"A_33_P3352382","ARG1"
"A_33_P3358908","KRTAP9-6"
"A_33_P3391496","SLIT3"
"A_21_P0009960","XLOC_013541"
"A_23_P309207","ZNF577"
"A_21_P0003548","XLOC_004201"
"A_21_P0006548","XLOC_008225"
"A_33_P3317387","DNAJC3"
"A_23_P136909","HMGN5"
"A_23_P99452","BRCA2"
"A_19_P00329711","MAVS"
"A_21_P0001621","XLOC_001197"
"A_23_P435636","DAND5"
"A_23_P113471","FAAH2"
"A_33_P3335740","FLJ10038"
"A_21_P0007918","XLOC_010284"
"A_33_P3629247","ANKMY1"
"A_33_P3321564",""
"A_23_P98898","CDK2"
"A_33_P3467872",""
"A_21_P0000163","RNF223"
"A_32_P129950","NHLRC3"
"A_23_P203488","SMPD1"
"A_33_P3429242","LOC339988"
"A_21_P0005891","XLOC_007189"
"A_33_P3401252","HSP90B3P"
"A_21_P0007679","EFCAB4B"
"A_19_P00321158",""
"A_21_P0012933","LOC643201"
"A_23_P382794","TAS2R20"
"A_23_P118406","C17orf62"
"A_21_P0002898","XLOC_003305"
"A_23_P114134","SSX3"
"(+)E1A_r60_1",""
"A_21_P0001120","XLOC_000776"
"A_33_P3271445","COL4A3BP"
"A_33_P3282963","TJP2"
"A_21_P0009388","XLOC_012171"
"A_19_P00321316","XLOC_003204"
"A_24_P361167","CHD8"
"A_21_P0005882","XLOC_007178"
"A_23_P121144","LYZL4"
"A_19_P00321360","XLOC_005747"
"A_23_P39550","TMEM163"
"A_21_P0004645","XLOC_005263"
"A_33_P3334738",""
"A_24_P7467","OTOL1"
"A_23_P433791","C1orf124"
"A_23_P420942",""
"A_33_P3221808","FAM205B"
"A_33_P3393170","CAPN5"
"A_23_P387656","EPB41L4B"
"A_33_P3325935","PQBP1"
"A_23_P401076","SUSD3"
"A_21_P0004077","XLOC_004651"
"A_21_P0008251","XLOC_010585"
"A_23_P59714","MGC16142"
"A_33_P3316093",""
"A_21_P0006127","XLOC_007283"
"A_32_P102062","FOXO3"
"A_23_P102965","BCL2L13"
"A_23_P105545","VAMP1"
"ETG04_27747",""
"A_23_P56314","UQCR11"
"A_32_P405759","COL22A1"
"A_23_P133068","ANK2"
"A_21_P0000033","LOC100287718"
"A_21_P0001727","XLOC_000814"
"A_23_P46063","NME7"
"A_23_P94030","LAMB1"
"A_33_P3323607","CCDC129"
"A_21_P0002071","XLOC_002184"
"A_33_P3280724",""
"A_33_P3356910","TCEAL6"
"A_23_P49155","CDH3"
"A_23_P10870","DOLK"
"A_21_P0007528","XLOC_009677"
"A_33_P3252441",""
"A_33_P3240053","UFSP1"
"A_21_P0003734","XLOC_003917"
"A_33_P3294089",""
"A_21_P0001249","XLOC_001287"
"A_23_P136683","HLA-DQB1"
"A_21_P0011035","XLOC_l2_002886"
"A_33_P3261953",""
"A_23_P215819","ZNF655"
"A_21_P0006512","XLOC_008054"
"A_33_P3250223",""
"A_23_P120710","TTC3"
"A_21_P0007504","XLOC_009913"
"A_21_P0011530","FAM108A1"
"A_33_P3269278","ZNF461"
"A_23_P12173","CRTC2"
"A_33_P3324137","PRO0628"
"A_33_P3267150",""
"A_21_P0011660","XLOC_l2_006449"
"A_33_P3336484","NPIP"
"A_21_P0006906","XLOC_008604"
"A_23_P114466","TBL1Y"
"A_24_P555066","SMTNL2"
"A_19_P00318272","LOC100287765"
"A_21_P0010001","XLOC_013647"
"A_24_P365767","CYBB"
"A_23_P98431","HMBS"
"A_21_P0006294","XLOC_007775"
"ERCC-00043_129",""
"A_24_P842172","LOC349196"
"A_33_P3409099","ATXN1"
"A_21_P0003165","XLOC_003235"
"A_21_P0001386","XLOC_000462"
"A_23_P164141","PSME3"
"A_23_P10980","LPHN3"
"A_23_P129221","FAH"
"A_21_P0008291","XLOC_010987"
"A_21_P0002847","XLOC_003095"
"A_21_P0014612","LOC100128095"
"A_21_P0007065","XLOC_008501"
"A_33_P3883116","LOC253962"
"A_21_P0004829","XLOC_005150"
"A_23_P365767","CACNA1D"
"A_21_P0007413","XLOC_009583"
"A_33_P3358641","LRRFIP1"
"A_21_P0007647","XLOC_009926"
"A_33_P3320283",""
"A_23_P14464","EXOC5"
"A_21_P0013477","XLOC_l2_014197"
"A_24_P297539","UBE2C"
"A_23_P127760","MS4A12"
"A_23_P120243","HOXD1"
"A_21_P0014197","LOC100506586"
"A_23_P251342","GSK3B"
"A_33_P3299811","FLVCR1-AS1"
"A_33_P3326898","LOC100132249"
"A_33_P3405168","MMAA"
"A_33_P3383205","OK/SW-CL.58"
"A_24_P42039","BUTR1"
"A_21_P0012713","XLOC_l2_010591"
"A_33_P3214914","MUC22"
"A_24_P6911","DTX2P1-UPK3BP1-PMS2P11"
"A_23_P93690","MCM7"
"A_24_P359091","FAM95B1"
"A_23_P121676","CXXC4"
"A_23_P20722","SNAPC4"
"ERCC-00007_60",""
"A_23_P112201","KDM4C"
"A_23_P154784","BPIFB1"
"A_23_P108641","FAM136A"
"A_33_P3223397",""
"A_32_P8251","PHRF1"
"A_23_P84202","WDR25"
"A_21_P0001875","XLOC_001515"
"A_21_P0006821","XLOC_008366"
"A_32_P225816","PRDM16"
"A_32_P101699","LOC729887"
"A_33_P3533325","LOC284244"
"A_33_P3361412","SLC22A15"
"A_21_P0001393","XLOC_000478"
"A_23_P211785","ZNF35"
"A_33_P3347387",""
"A_21_P0007445","XLOC_009249"
"A_33_P3436646","LOC151657"
"A_23_P54556","MKL2"
"A_32_P172882","FLJ41350"
"A_23_P213336","FGF1"
"A_33_P3271171","CNOT3"
"A_23_P130027","EPN3"
"A_21_P0006080","XLOC_007727"
"A_21_P0004515","XLOC_004452"
"A_23_P117424","DCAF11"
"A_21_P0013414","XLOC_l2_013730"
"A_23_P356717","ANKS1B"
"A_21_P0006685","XLOC_008512"
"A_24_P397817","LEP"
"A_21_P0000767","LOC100505540"
"A_23_P205575","GPR135"
"A_21_P0000768","LOC100505545"
"A_24_P904903","DDX39B"
"A_21_P0008714","XLOC_011407"
"A_33_P3612740","USP48"
"A_23_P371777","ACE"
"A_23_P202496","NOC3L"
"A_33_P3328782","DKFZP434L187"
"A_33_P3391105","LRP1"
"A_33_P3395859","LOC147646"
"A_21_P0010936","XLOC_l2_001875"
"A_33_P3245575","GLT25D1"
"A_33_P3393200","SRRM4"
"A_23_P1014","LINC00467"
"A_21_P0013162","LOC729178"
"A_24_P921366","CALD1"
"A_33_P3367855","PIK3R2"
"A_33_P3789327","SNORD12B"
"A_23_P300600","NEFH"
"A_21_P0005136","XLOC_005479"
"A_23_P118246","GINS2"
"A_24_P134789","KRTAP10-10"
"A_33_P3350748","KRT7"
"A_23_P303423","SLAIN2"
"A_23_P380917","SEC11A"
"A_23_P84154","ARHGAP15"
"A_23_P145146","PDCD2"
"A_33_P3298430","FAM171A1"
"A_21_P0010376","XLOC_014338"
"A_23_P141126","GALK1"
"A_33_P3403937","LOC100129399"
"A_21_P0007119","FLJ37035"
"A_21_P0012989","XLOC_l2_012054"
"A_33_P3248231","LOC283028"
"A_23_P104146","ZMYM4"
"A_23_P138631","SMC3"
"A_23_P153301","CEACAM5"
"A_33_P3318963","POLR2F"
"A_33_P3352767","MC1R"
"A_21_P0001800","XLOC_002487"
"A_33_P3229027","RELL2"
"A_23_P76291","PRR4"
"A_21_P0007869","XLOC_010016"
"A_33_P3318027","CSNK2B"
"A_24_P53519","CHAF1A"
"A_23_P138461","C10orf2"
"A_24_P84428","CACYBP"
"A_23_P205686","PSEN1"
"A_33_P3372281","MRS2"
"A_24_P250922","PTGS2"
"A_21_P0005668","XLOC_006734"
"A_24_P282383","MYH7"
"A_33_P3317453",""
"A_21_P0014502","LOC100287803"
"A_33_P3376434","SETD5"
"A_33_P3260125","LDLRAD2"
"A_32_P220750","PLGLB1"
"A_24_P22746","ZADH2"
"A_23_P116624","SLC6A5"
"A_21_P0002671","XLOC_002221"
"A_33_P3403693","PCDHA1"
"A_33_P3283350",""
"A_33_P3394223",""
"A_21_P0002430","XLOC_002066"
"A_32_P73217","TMEM167B"
"A_33_P3349619",""
"A_33_P3271051","CYTH3"
"A_24_P930975","CD300LD"
"A_24_P243776","ZNF277"
"A_33_P3363660",""
"A_33_P3310070","FOXK2"
"A_33_P3417404","FAM87B"
"A_33_P3370881","LOC390937"
"A_23_P40039","AMMECR1L"
"A_33_P3333232",""
"ERCC-00044_175",""
"ERCC-00111_144",""
"A_23_P20532","CNTNAP3B"
"A_33_P3352134","ATG16L1"
"A_23_P164912","LIN7B"
"A_24_P410627","MKRN1"
"A_23_P371410","PRKACB"
"A_23_P83751","C11orf63"
"A_23_P82738","RAD54B"
"A_21_P0003883","XLOC_003853"
"A_33_P3718274","LOC285629"
"A_23_P7965","PGC"
"A_23_P121095","TOP2B"
"A_21_P0013982","LOC100506571"
"A_21_P0010098","XLOC_013602"
"A_21_P0008572","XLOC_011306"
"A_23_P142750","EIF2AK2"
"A_24_P703830","NANOS3"
"A_33_P3312774",""
"A_23_P122233","MRPL22"
"A_23_P413180","MDM1"
"A_23_P250813","WRN"
"A_23_P420326","FNDC5"
"A_21_P0001099","XLOC_000699"
"A_33_P3347707","NOVA2"
"A_32_P8015","HNRNPA1L2"
"A_33_P3365352","LOC100130476"
"A_33_P3315763",""
"A_24_P413470","TP73"
"A_24_P170403","C2orf78"
"A_33_P3258593","PRB1"
"A_24_P305223","CTAGE1"
"A_33_P3884230","NFIX"
"A_24_P211151","EXOSC5"
"A_23_P452","DDR2"
"A_24_P390928","TRAPPC6A"
"A_33_P3386429","SENP6"
"A_23_P205768","ARPP19"
"A_23_P132915","FAM114A1"
"A_19_P00322705","MIAT"
"A_21_P0014797","LOC100507472"
"A_21_P0008462","XLOC_011074"
"A_24_P59247",""
"A_21_P0009136","XLOC_012031"
"A_33_P3289576","EFHC2"
"A_33_P3217998","AKR7L"
"A_21_P0008168","XLOC_010629"
"A_33_P3416634","PRSS41"
"A_23_P53957","COX16"
"ERCC-00123_60",""
"A_23_P390545","PCDHGA8"
"A_21_P0007434","XLOC_009097"
"(+)E1A_r60_a97",""
"A_24_P219266","LRRC57"
"A_21_P0010858","XLOC_l2_001875"
"A_21_P0014094","LOC100288092"
"A_33_P3264780","CDK8"
"A_21_P0005399","XLOC_006169"
"A_32_P58074","RPS3A"
"A_33_P3331080","SEC24A"
"A_23_P120845","XBP1"
"A_24_P234838","PCDH1"
"A_33_P3379136",""
"A_24_P238250","LGALS7"
"A_33_P3339311",""
"A_21_P0006410","XLOC_007911"
"A_23_P129174","LRRC49"
"A_33_P3359408",""
"A_33_P3397051","EXOC8"
"A_21_P0001499","XLOC_000824"
"A_21_P0001664","XLOC_000041"
"A_23_P216689","BRD3"
"A_33_P3321642","GRHL2"
"A_21_P0013161","XLOC_l2_013153"
"A_24_P941505","FAM120A"
"A_33_P3214825","LOC100652774"
"A_23_P13822","STYK1"
"A_21_P0014060","PIGC"
"A_24_P944299","CDC42BPA"
"A_33_P3346628","ANKRD63"
"A_21_P0008631","XLOC_011252"
"A_23_P369237","ADIPOQ"
"A_19_P00318189","LOC401320"
"A_24_P272451","C17orf87"
"A_24_P19828","TOE1"
"A_24_P385585","TMEM18"
"A_23_P31671","UQCRB"
"A_23_P122947","AVL9"
"A_33_P3232557","DLGAP3"
"A_23_P102634","WFDC6"
"ETG09_205211",""
"ERCC-00109_120",""
"A_24_P76018","C3orf71"
"A_23_P102286","LHCGR"
"A_24_P220472","SPATA12"
"A_21_P0008919","XLOC_011682"
"A_23_P380318","EGR4"
"A_33_P3485976",""
"A_23_P117037","LETMD1"
"A_33_P3262541","ADAMTSL2"
"A_23_P8339","MRPL18"
"A_21_P0001437","XLOC_000617"
"A_24_P117672","SCAF1"
"A_23_P134454","CAV1"
"A_23_P76488","EMP1"
"A_23_P157895","DMRT3"
"A_23_P323685","HIST1H4H"
"ERCC-00035_90",""
"A_21_P0003128","XLOC_003156"
"A_21_P0004637","XLOC_005195"
"A_33_P3300273","C1orf52"
"A_21_P0010235","XLOC_013917"
"A_21_P0007050","XLOC_008416"
"A_33_P3364289","HSH2D"
"A_23_P105118","OR51G1"
"A_24_P113686","ZNHIT6"
"A_33_P3419113","PRY2"
"A_23_P119196","KLF2"
"A_21_P0014616","LOC100506120"
"A_23_P103803","FCRL3"
"A_21_P0000878","LOC100506655"
"A_21_P0011583","XLOC_l2_006036"
"A_21_P0000061","CGREF1"
"A_23_P28169","ARL6IP6"
"A_23_P113351","SPARCL1"
"A_19_P00802448","XLOC_004881"
"A_23_P102832","CEP250"
"A_23_P315286","C19orf22"
"A_21_P0000799","LOC100506054"
"A_21_P0005303","XLOC_006433"
"A_23_P3775","OGFOD1"
"A_24_P400044","NUDT10"
"A_21_P0005657","XLOC_006721"
"A_33_P3352517","ACOT6"
"A_33_P3352718","C12orf76"
"A_21_P0007546","XLOC_009723"
"A_21_P0001004","XLOC_000357"
"A_23_P110433","PPWD1"
"A_21_P0001994","LOC100505964"
"A_24_P107291","PPP2R1B"
"A_33_P3409844","HOOK1"
"A_21_P0002664","XLOC_002128"
"A_33_P3827035","LOC348840"
"A_33_P3227482","FLJ43944"
"ERCC-00160_243",""
"A_21_P0002884","XLOC_003269"
"A_23_P143621","CRYBB1"
"A_32_P64038",""
"A_23_P137856","MUC1"
"A_21_P0001196","XLOC_001095"
"A_19_P00810751","Q2Z8W5"
"A_33_P3411155","LOC285556"
"ERCC-00025_93",""
"A_33_P3402056","LOC389831"
"A_32_P53486","BOLA2B"
"A_23_P126613","AQP10"
"A_23_P37914","SLC5A11"
"A_23_P202448","CXCL12"
"A_23_P61426","MSRA"
"A_32_P194072","TECPR1"
"A_24_P144881","RNF6"
"A_33_P3378412",""
"A_33_P3300395","APITD1"
"A_21_P0005935","XLOC_006765"
"A_23_P114164","UBQLN2"
"A_21_P0012556","XLOC_l2_010448"
"A_21_P0009868","XLOC_013593"
"A_21_P0006231","XLOC_007585"
"A_33_P3335825","PLCD4"
"A_21_P0003180","XLOC_003264"
"A_24_P403303","PHF20L1"
"A_23_P11160","MAP7D3"
"A_19_P00800316","LOC440131"
"A_24_P166397","KIAA0319"
"A_21_P0014901","LOC100653007"
"A_23_P370147",""
"A_23_P354591","FAM125B"
"A_21_P0008435","XLOC_011016"
"A_21_P0005720","XLOC_006844"
"A_33_P3318696","CCBL2"
"A_21_P0008693","XLOC_011380"
"A_21_P0006551","XLOC_008244"
"A_19_P00316455","P39194"
"A_33_P3274372",""
"A_33_P3338392","PRDM15"
"A_23_P10873","TLR1"
"A_23_P201086","ARF1"
"A_21_P0002482","XLOC_002244"
"A_21_P0003590","XLOC_003486"
"A_21_P0011051","XLOC_l2_003053"
"A_23_P378690","TMEM64"
"A_23_P35293","GJB5"
"A_24_P66337","LCLAT1"
"A_23_P31858","ST18"
"A_21_P0002491","XLOC_002264"
"A_21_P0000876","LOC100505894"
"A_21_P0002092","XLOC_002289"
"A_23_P12874","GTPBP4"
"A_33_P3238410","SBF1"
"A_21_P0010183","LINC00320"
"A_21_P0002916","XLOC_003365"
"A_23_P169819","EPHA3"
"A_21_P0000315","SNORA18"
"A_23_P11841","ATP2B4"
"A_21_P0013456","XLOC_l2_014048"
"A_23_P37005","MTRF1"
"A_33_P3859897",""
"A_23_P113748","ZNF385D"
"A_33_P3227252",""
"A_33_P3368985","ANKRD30A"
"A_24_P795594","ALG9"
"A_21_P0005791","XLOC_006983"
"A_24_P298495","LOC100130744"
"A_19_P00320842","C17orf51"
"A_32_P199301","TFDP1"
"A_19_P00330048","XLOC_009628"
"A_24_P195272",""
"A_21_P0013271","LOC100287482"
"A_23_P11774","UTP11L"
"A_33_P3223535",""
"A_23_P123672","TDRD7"
"A_33_P3283900","CTNS"
"A_19_P00322910","TWIST2"
"A_33_P3287562","BCAP29"
"A_23_P302060","IFNE"
"A_23_P106859","COX4NB"
"A_23_P307544","PLXNA2"
"A_24_P22939","ADAMTSL5"
"A_21_P0009086","LOC400550"
"A_23_P148737","MYBPH"
"A_33_P3408683",""
"A_24_P140057","DPP10"
"A_23_P206760","HP"
"A_24_P77676","HSPA9"
"A_33_P3877728","SMCR6"
"A_21_P0003374","XLOC_003560"
"A_23_P314805","TMEM56"
"A_33_P3352877","SPG20"
"A_23_P206359","CDH1"
"ERCC-00120_69",""
"A_23_P11262","F8A1"
"A_23_P145330","CCHCR1"
"A_33_P3295283","LPCAT3"
"A_33_P3262833","GOLGA8E"
"A_33_P3651911","LOC286109"
"A_33_P3387493",""
"A_23_P168868","PTDSS1"
"A_33_P3304998",""
"A_23_P377214","HEXIM2"
"A_33_P3397613",""
"A_24_P210637","CHST14"
"A_21_P0006682","XLOC_008506"
"A_21_P0008857","XLOC_011535"
"A_33_P3740529","LOC645485"
"A_23_P117298","F7"
"A_23_P215778","DUS4L"
"A_21_P0012407","EIF3J"
"A_33_P3407638","C11orf46"
"ERCC-00162_107",""
"A_23_P67932","CXCR1"
