ID	VALUE
A_24_P98006	1.1792231
A_21_P0004081	0.36206794
A_33_P3349404	1.3364273
A_23_P43079	-0.4356165
A_23_P217659	-0.29794592
A_33_P3303444	-0.28238466
A_33_P3404749	-1.1962999
A_33_P3704738	-2.6817503
A_23_P126869	4.2396264
A_23_P137543	-0.23753645
A_23_P374322	2.9223912
A_21_P0001876	0.15077163
A_23_P113161	-3.2585442
A_21_P0012360	0.15116274
A_33_P3270599	-0.3508186
A_33_P3330911	-2.2745621
A_24_P493287	0.7159619
A_21_P0011326	-0.86186415
A_21_P0000105	0.03406714
A_23_P40952	-0.18760976
A_21_P0011975	1.6115495
A_19_P00808883	-1.5445695
A_23_P45166	1.3831462
A_21_P0013807	0.30211496
A_33_P3224250	-0.74884135
A_21_P0008920	0.18575093
A_21_P0003212	-1.4485693
A_23_P334608	-1.0217915
A_23_P53137	-5.014266
A_24_P166094	0.61357784
ERCC-00053_71	0.116588116
A_21_P0013203	0.067635074
A_23_P502464	-1.8446046
A_21_P0003248	0.072396785
A_21_P0009821	3.1938276
A_33_P3381022	0.68974787
A_21_P0004336	0.6227794
A_21_P0006572	0.1746106
A_21_P0008126	1.4214336
A_21_P0004410	0.08722504
A_23_P593	1.0798274
A_33_P3272189	1.501197
A_23_P112652	-0.24396509
A_21_P0000477	0.73291785
A_23_P13907	-1.474123
A_21_P0001170	1.4565302
A_33_P3388070	0.93634653
A_33_P3364089	6.6435103
A_21_P0005032	-0.70020854
A_21_P0007022	-0.35715458
A_23_P111604	-0.9854237
A_33_P3226080	0.40124696
A_23_P105392	0.0981264
A_23_P126735	0.22946884
A_33_P3247589	0.11968982
A_24_P930926	0.21719508
ERCC-00081_60	0.2731176
A_33_P3338166	1.0697385
A_23_P118392	-0.09037504
A_23_P77401	-0.5938921
A_19_P00319765	0.13092338
A_21_P0002728	1.8907309
A_32_P12639	0.69077396
A_33_P3255001	1.6479298
ERCC-00062_278	0.90981704
A_21_P0003284	1.5763412
A_21_P0005042	1.0073538
A_24_P268160	0.4413052
ETG10_13482	0.12503377
A_33_P3230588	-0.3507448
A_21_P0008871	-0.6595912
A_21_P0012967	-0.42909658
A_21_P0004981	-2.6508622
A_23_P12363	-6.252644
A_23_P22761	0.3908074
A_21_P0010700	1.1356314
A_23_P106056	0.27881524
A_33_P3519223	1.6362362
A_23_P111487	0.35744473
ERCC-00083_214	-0.034457184
A_33_P3212188	0.054451965
A_23_P11081	0.46584845
A_33_P3367106	-0.42287248
A_21_P0010868	0.42755798
A_33_P3378972	-0.30565125
A_32_P55840	-2.7741354
A_33_P3366575	0.17470537
A_23_P95930	-1.5340214
A_21_P0013341	0.3046471
A_21_P0003418	0.16573508
A_33_P3726064	4.104396
A_33_P3239102	-1.0714359
A_33_P3287690	0.32471702
A_21_P0010355	0.44206193
ERCC-00134_68	0.19399783
A_24_P110831	-0.11826922
A_23_P135669	1.952105
A_23_P83184	0.008519239
A_23_P12816	0.16794775
A_21_P0007598	1.1289653
A_33_P3225106	0.1705871
A_21_P0007285	0.17080666
A_24_P388528	0.21132942
A_21_P0003137	1.2581177
A_23_P360990	0.17132066
A_33_P3229012	0.9644565
A_33_P3349774	0.5044918
A_21_P0014097	0.879926
A_23_P120103	-4.9345355
A_33_P3483909	-0.20699073
A_33_P3247252	0.17140773
A_23_P158829	0.5568028
A_33_P3409553	0.0791501
A_23_P398275	-0.26216605
A_21_P0010988	0.17081048
A_33_P3225327	0.68153584
A_33_P3276630	1.2411293
A_19_P00316657	-5.959891
A_23_P108492	3.487572
A_33_P3392092	0.06973935
A_23_P430411	0.9046816
A_21_P0003293	-0.3997813
A_33_P3240497	0.9504586
A_23_P136413	1.2569704
A_23_P1173	0.591126
A_21_P0002846	0.16734862
A_23_P111132	-5.5899167
A_32_P157213	1.4481751
A_33_P3227934	0.6647334
A_33_P3531373	-2.7166173
A_23_P9362	-0.02355964
ERCC-00012_90	0.047189824
ERCC-00041_75	0.85336745
A_23_P59285	-1.4563776
A_21_P0009319	-0.44699574
A_23_P88249	0.40349865
A_23_P93217	-0.5892477
A_33_P3274851	0.5852498
A_23_P103631	0.13374145
A_23_P89431	-7.9275384
A_33_P3233565	0.6255904
ERCC-00003_63	0.44028813
A_21_P0001079	0.2823887
A_21_P0006126	1.2478473
A_19_P00318679	-1.6149884
A_21_P0006099	0.15652397
A_21_P0007864	0.15610746
A_23_P115366	0.5572366
A_33_P3387115	-0.9240308
A_23_P49338	1.3347341
A_21_P0010751	1.9150003
A_23_P118690	0.19409463
A_33_P3252043	0.14019772
A_33_P3240602	1.5326315
A_23_P163161	-0.31916803
A_23_P120414	0.25261202
A_24_P106624	-2.3061428
A_33_P3332126	0.8102808
A_19_P00319311	0.15092623
A_21_P0001413	0.15071324
A_33_P3340961	0.66426843
A_23_P104054	0.986102
A_21_P0000673	0.15032603
A_23_P11279	0.86439884
A_21_P0002608	2.7169373
A_21_P0000197	-1.4062347
A_21_P0006461	0.15024638
A_23_P113393	-3.6273625
A_21_P0014260	0.1507092
A_23_P168229	-0.5667038
A_21_P0013461	0.15128851
A_24_P343095	-1.1060114
A_24_P302695	-0.49886987
A_33_P3344991	-0.004430707
ERCC-00154_60	0.15643525
A_24_P79617	0.03372612
A_23_P31798	1.2881837
A_19_P00319561	0.05751899
A_23_P93623	0.10223284
A_21_P0007220	0.043915905
A_21_P0003682	-0.39766508
A_21_P0001263	-0.7762737
A_21_P0006801	1.3409034
A_33_P3367301	0.9722276
A_23_P118435	0.4788751
A_24_P117029	1.4043074
ERCC-00077_121	0.39953935
A_21_P0014840	-0.5433207
A_33_P3314421	0.06703301
A_21_P0009454	0.07213948
A_23_P361940	-1.2073361
A_23_P108922	-8.43E-04
A_21_P0013778	0.7308045
A_23_P107073	-0.49976924
A_23_P138680	1.5713873
A_19_P00317872	0.9968157
A_23_P52058	-0.38124856
A_21_P0007884	0.7970195
A_21_P0013133	0.72463834
A_23_P115036	0.3723564
A_21_P0008970	-0.04016031
A_23_P64712	0.13775776
A_23_P121695	0.37697083
ERCC-00168_248	0.118566945
A_33_P3418130	0.53110355
A_19_P00800006	0.14224716
A_21_P0008531	1.1773902
A_21_P0001992	-0.15902515
A_23_P410224	2.505447
A_21_P0011031	0.20301576
A_33_P3415596	1.0566684
A_32_P516818	0.122730225
A_32_P528967	0.8022331
A_23_P94819	2.040223
A_33_P3360555	-0.62863344
A_21_P0012785	0.13002217
ERCC-00117_139	0.19835734
ERCC-00051_60	0.09929708
A_33_P3344690	0.91682774
A_33_P3254096	-3.9807644
A_24_P366607	0.13803597
A_23_P500799	1.3744173
A_23_P366098	-2.2149165
A_33_P3404546	2.9154954
A_23_P82523	4.21347
A_21_P0000536	0.41215363
A_33_P3281139	0.65620327
A_23_P500130	0.6788836
A_33_P3548190	1.0249798
A_23_P216017	1.0477105
A_32_P440768	-2.8701239
A_33_P3395369	0.94955724
A_24_P62615	0.10566814
A_32_P72341	-0.27171803
A_23_P309701	0.46657467
A_21_P0013984	-3.5812287
A_33_P3271990	1.0700332
A_23_P100203	-0.22206208
A_21_P0006739	1.143761
A_21_P0004477	0.16157033
A_21_P0002736	0.8978255
A_23_P375566	0.008800457
A_23_P100392	2.88E-04
A_23_P161446	0.39450365
A_33_P3233978	0.97093916
A_21_P0002073	0.19442563
A_33_P3239152	0.1881495
A_23_P156319	0.69581133
A_23_P106933	-1.4855863
A_33_P3385782	0.5921908
A_33_P3284888	1.0083219
A_33_P3232280	0.2821951
A_23_P50646	-1.8515258
A_33_P3306715	1.3448321
A_23_P117734	0.058756754
A_21_P0007496	0.16936767
ERCC-00158_78	0.245025
ERCC-00039_95	0.1558679
ERCC-00054_84	0.17041335
A_33_P3265394	1.1361485
A_21_P0003753	1.4141176
A_24_P658584	0.8303499
A_33_P3217356	-1.8521188
A_33_P3383226	0.95229113
A_23_P109877	0.46479613
A_21_P0006314	-1.308206
A_23_P209805	1.4641944
A_23_P406227	0.35362244
A_24_P64167	-4.365641
A_23_P106617	-4.9356575
A_23_P25698	0.16866906
A_33_P3379701	0.22908312
A_33_P3423631	1.298954
A_21_P0010708	0.4200711
A_24_P289726	0.2602244
A_21_P0003026	0.4878955
A_23_P123539	1.1907749
A_21_P0002017	-0.6827293
A_21_P0012228	0.16586386
A_23_P117546	0.83714867
A_21_P0008862	-2.5397167
A_33_P3319463	0.50355995
A_33_P3304170	-2.172657
A_21_P0006170	0.16278298
A_21_P0004922	0.16263488
A_33_P3227551	-0.990553
A_21_P0004015	0.16163474
A_23_P204208	0.1610899
A_33_P3227842	-0.2657242
A_21_P0008752	0.16001756
A_33_P3397865	-4.053191
A_21_P0011774	-0.56068563
A_33_P3680462	0.15845437
A_23_P123265	1.3703384
A_24_P694760	-0.8086482
A_33_P3288294	-0.19809295
A_23_P115922	0.50903785
A_21_P0007191	0.1559934
A_24_P316601	0.1553207
A_23_P323801	3.7817028
A_23_P388124	0.15442875
A_33_P3288110	1.3133622
A_33_P3256765	0.70414925
A_21_P0003648	0.93423986
A_33_P3316728	0.5121286
A_33_P3238866	0.7369213
A_21_P0001258	0.15157388
A_33_P3313025	0.15127037
A_33_P3330811	1.5078354
A_21_P0002999	0.2733776
A_21_P0009279	0.15048578
A_21_P0010920	1.3171564
A_23_P8013	-1.6888208
ERCC-00150_127	0.3321535
A_21_P0013469	0.1498457
A_23_P110569	0.42345524
A_21_P0012374	1.2102084
A_23_P25503	0.67244905
A_23_P23829	0.14981797
A_33_P3242416	0.935915
ERCC-00075_180	0.10984834
A_33_P3267003	-1.4225804
A_33_P3221688	0.15053211
A_33_P3399778	2.581007
A_24_P246692	-0.29794592
A_21_P0005899	0.02049424
A_23_P121253	-1.7897946
A_23_P144394	0.91795725
A_33_P3254246	0.0308732
A_23_P149678	-1.0755978
A_21_P0012022	-1.1290588
A_24_P331675	-0.99241763
A_33_P3408949	0.041268617
A_24_P458252	1.1164821
A_21_P0012676	-0.67017645
A_21_P0002833	0.892633
A_33_P3311863	0.8249512
A_33_P3275600	0.12769951
A_23_P402610	-0.05133619
A_23_P105651	0.12636024
A_23_P205830	0.44103146
A_33_P3324680	0.064213514
A_21_P0000440	0.0665202
A_23_P83838	-0.94615465
A_21_P0001526	0.48537606
A_21_P0013813	4.040116
A_33_P3388636	0.43672273
A_21_P0003243	1.1895714
ERCC-00137_95	0.49521253
ERCC-00002_129	0.1460467
A_21_P0006525	0.73865587
A_33_P3305203	-0.74010277
A_21_P0012141	0.41679135
A_24_P91916	-0.8044959
A_33_P3360412	-0.7533333
A_19_P00810474	-0.45135596
A_23_P26928	0.10166364
A_23_P23296	0.05974482
A_21_P0006918	1.5062605
A_23_P118894	3.1049156
A_33_P3309999	1.0426213
A_23_P160787	-0.42906657
A_24_P280803	-0.6610318
A_23_P111929	1.0718378
A_21_P0005755	0.11808101
A_33_P3320241	4.6114883
A_33_P3627001	-0.20708214
A_33_P3420941	-0.116600096
A_21_P0009475	0.071283296
A_33_P3399263	1.4910462
A_23_P108932	-4.4512186
A_33_P3227899	-0.108981095
A_33_P3264577	-0.5601464
A_21_P0005398	0.82575077
A_33_P3330872	-0.1821684
A_24_P398432	-0.3697491
A_33_P3352283	1.0565166
A_33_P3311160	0.20066068
A_33_P3297150	-0.87977433
A_24_P270460	2.6429005
A_24_P942250	-0.9003276
A_32_P158786	-1.2222059
A_21_P0003905	0.14687316
A_23_P91590	-0.19436456
A_33_P3309670	0.25992626
A_32_P215318	1.0341252
(+)E1A_r60_a107	0.70691407
A_33_P3362981	1.3021574
A_24_P102053	2.0168843
A_24_P606663	-0.49696347
A_23_P42588	-0.2089868
A_23_P80718	-0.25642094
A_33_P3372600	1.6213231
A_33_P3350452	-0.05996794
A_33_P3401452	0.8335656
A_33_P3414242	0.29025078
A_33_P3356525	-0.7469111
A_33_P3260667	-0.3572133
A_21_P0013755	0.48176467
A_24_P185314	0.09820368
A_33_P3419632	-2.0346677
A_21_P0010801	0.024318438
A_33_P3411338	0.16470824
A_24_P92367	0.4544867
ETG08_142674	0.03878037
A_21_P0005086	0.1660702
A_21_P0013125	0.86707133
A_33_P3335735	0.35716444
A_21_P0012108	0.24402362
A_33_P3290924	-0.96025574
A_21_P0003452	0.45485792
A_23_P114689	-3.6140885
A_23_P43337	-3.9697034
A_23_P104464	-2.8174548
A_21_P0002945	-0.13587527
A_21_P0005646	-1.1932364
A_33_P3334615	-0.3079786
A_33_P3267195	0.71577495
A_33_P3400943	-0.8004064
A_21_P0007806	1.8682847
A_21_P0006575	0.16856822
A_23_P344037	-0.105228394
A_21_P0008425	0.9266229
A_24_P97931	0.31307414
A_23_P121545	-0.43692803
A_33_P3250861	-1.0923102
A_21_P0006562	1.4659512
A_33_P3360227	0.2372012
A_21_P0006578	0.622592
A_23_P103919	0.27252
A_21_P0012249	-1.4744625
A_21_P0014160	0.16639099
A_23_P17275	-0.8837462
A_21_P0005224	0.28129333
A_33_P3378707	-0.1364541
A_21_P0000753	1.5883532
A_23_P97328	0.015696462
A_33_P3313660	-1.6511273
ERCC-00014_76	0.2143538
A_21_P0000441	0.1632343
A_23_P14928	0.09835149
A_23_P310701	0.5535536
(+)E1A_r60_a135	0.87752247
A_23_P408206	0.16134904
ERCC-00116_142	0.23363927
A_33_P3349501	-0.07690822
A_21_P0011487	0.15988997
ERCC-00095_63	0.13034055
A_23_P103511	1.1314877
A_21_P0005693	0.7375684
A_23_P111811	-0.73078257
A_23_P105313	-0.61777204
A_21_P0010584	0.1568182
A_33_P3323323	0.49741468
A_23_P166526	0.26405624
A_21_P0009206	-1.093198
A_21_P0010832	0.15485643
A_24_P202329	0.76686186
A_24_P97825	1.016828
A_21_P0002048	1.0904083
ERCC-00048_92	0.15703462
A_33_P3246198	0.019102525
A_23_P330537	0.30935812
A_23_P30122	0.20795609
A_21_P0011106	0.16463767
A_23_P135326	-0.032762483
A_21_P0002120	0.38038182
A_21_P0002913	0.150461
A_23_P63825	1.6487905
A_33_P3274478	0.82283545
A_33_P3236071	0.6998921
A_21_P0000473	1.6795626
A_21_P0007922	0.14954992
A_21_P0014003	-3.7824142
A_21_P0010761	1.1930313
A_19_P00320144	0.14934368
ERCC-00104_60	0.063632235
A_24_P72394	0.71148443
A_23_P31453	-0.001771821
A_33_P3854030	1.1564784
A_33_P3255647	1.024891
A_21_P0004943	0.15007156
A_21_P0005611	-0.13096482
A_21_P0010245	-1.5008504
A_23_P379200	0.41277215
A_24_P88554	-0.6786023
A_23_P119102	1.9734117
A_19_P00319946	-0.51999927
A_33_P3334895	-0.37932542
A_23_P205529	-0.23704433
A_23_P123905	0.02723328
ERCC-00040_174	0.12384323
A_23_P44768	0.19563097
A_21_P0001657	0.04093431
A_33_P3249837	0.5436701
A_23_P32233	1.8760681
A_33_P3255824	-2.1098518
A_24_P915692	-0.42103577
A_23_P501435	-0.4967051
A_33_P3391419	-0.62527335
ERCC-00130_136	0.18886273
A_33_P3347040	-0.105126455
A_33_P3265309	1.3151399
A_21_P0006984	0.06625116
A_23_P28105	0.3715972
A_21_P0001141	0.2869487
A_33_P3358712	-0.061859164
A_33_P3839897	0.44900125
A_21_P0000264	0.59693485
A_23_P374689	-2.4690685
A_33_P3328289	1.6053461
A_23_P109072	-4.523044
A_21_P0001032	0.3431472
A_23_P24104	-5.073662
A_33_P3264569	1.3398206
A_23_P76249	5.409617
A_23_P384532	0.40284812
A_21_P0010038	1.3136103
ERCC-00017_150	0.11692501
A_23_P104892	0.6175307
A_21_P0010562	-0.54396623
A_33_P3283646	1.1644597
A_33_P3249224	3.2353334
A_23_P113572	-1.8030924
A_33_P3289422	0.17967026
A_21_P0001338	0.11718365
A_33_P3418686	0.11907173
A_24_P500422	-0.37021253
A_33_P3277328	1.0721836
A_21_P0013205	0.12450741
ERCC-00067_104	0.20724063
A_23_P128930	0.44124022
A_23_P103256	-4.284416
A_32_P377880	-5.06202
A_21_P0007250	0.5592012
A_23_P65466	0.7177106
A_23_P97365	0.23247056
A_33_P3420701	1.3442454
A_23_P111297	0.984705
A_33_P3383044	-0.06106251
A_23_P118834	-1.0032654
A_24_P358054	2.269666
A_21_P0006765	-0.5345092
A_21_P0011842	0.22169597
A_33_P3331601	1.397597
A_21_P0011632	0.14812277
ERCC-00171_229	0.13595754
A_23_P11995	-0.6441536
A_23_P31996	1.0354648
A_23_P113825	-0.4272794
A_23_P119857	-0.68558973
A_21_P0010493	-1.596221
A_23_P201672	-0.003913868
A_24_P305038	-0.314527
A_33_P3741022	1.1713107
A_33_P3224819	2.2186532
A_21_P0009428	0.15960668
A_23_P122976	-0.0570545
A_33_P3415156	1.0326116
ETG05_66023	0.26372984
A_23_P115261	-4.7354755
A_33_P3259373	-2.1872125
A_21_P0012287	1.3034276
A_33_P3410724	-0.4811765
A_24_P276932	-0.14223479
A_23_P117261	0.15354833
A_21_P0011001	0.67919064
ERCC-00004_125	0.21718977
A_33_P3309506	-0.77922106
A_21_P0014358	-1.8928796
A_21_P0014319	-1.6370333
A_33_P3306413	-1.3299155
A_23_P107744	-1.7053533
A_33_P3210379	0.025787406
A_23_P110851	-1.2771627
A_21_P0014351	1.1818851
A_23_P103070	1.6221647
A_23_P250283	1.1432552
A_21_P0014228	1.359571
A_33_P3363341	0.16713144
A_33_P3271105	0.94303185
A_33_P3321417	0.13036633
ERCC-00023_60	0.11732493
A_23_P117782	-2.848486
A_24_P195134	1.8714964
A_21_P0009215	-0.27514052
A_33_P3264419	-0.22120376
A_33_P3420402	0.13711935
A_21_P0014803	0.43657964
A_23_P209933	-0.1575804
A_23_P129058	0.48799798
A_23_P2683	0.43611628
A_23_P206441	-0.21443848
A_23_P325654	1.0738184
A_21_P0012031	0.16315535
A_23_P372308	-3.8009114
A_21_P0003586	-0.8396808
A_21_P0007071	0.16187043
A_33_P3404221	-0.33460942
A_23_P108761	0.5230607
A_33_P3413671	-1.0407805
A_23_P502641	0.33700088
A_21_P0010268	0.15962423
A_21_P0006895	0.15858781
A_21_P0011213	0.15812826
A_33_P3214665	-4.2475076
A_23_P89509	-1.1226615
A_23_P71530	-4.481247
A_33_P3239228	0.7355678
A_24_P82466	-0.9281155
A_23_P104689	0.07732688
A_23_P250102	-5.4598804
ERCC-00071_128	0.42799422
A_23_P375372	-7.000398
A_24_P324314	-0.87308276
A_21_P0004912	-0.37760317
A_21_P0003562	0.15254758
A_33_P3262133	1.1279583
A_21_P0001737	0.6840892
A_23_P108673	-1.8097506
A_21_P0008289	1.3559825
A_23_P29163	0.15071432
A_23_P302116	0.36195073
A_24_P348989	0.6691738
A_23_P103971	4.3270655
A_24_P192994	-0.07119368
A_21_P0002897	-0.8419292
A_23_P141180	0.4917145
A_21_P0005768	-0.72639346
A_21_P0010633	1.6019921
A_33_P3352407	0.103595816
A_21_P0012703	0.12237114
A_23_P167595	1.6819638
A_23_P33914	0.4996362
